id,Pre-packaged Job Solutions,URL,Remote Testing (y/n),Adaptive/IRT (y/n),Test Type,Description,Job Levels,Languages,Assessment Length,Assessment Length Parsed,combined_text,llm_summary
3734,Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,A,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ . Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, by being quick, fair and available as an online test 24/7/365. As the name suggests, the test is designed to be used in screening or sifting processes","Entry-Level,","German, French (Canada), English (USA), English International, Latin American Spanish, Dutch, French, Chinese Simplified, Portuguese (Brazil), Turkish, Japanese,",10,5,"MS Office Basic Computer Literacy (Sim) (New). Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email. Test Type: S, Duration: 5","This is a simulation-based assessment (Type: S, Duration: 5 minutes) of basic computer skills, including MS Office, browser navigation, and email."
3836,Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,A,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and resolving complex and ambiguous problems. Potential job titles that use this ability are Senior Sales, Product/Service Development, Research and Development.","Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level,","Portuguese (Brazil), Chinese Traditional, Chinese Simplified, Czech, Danish, Finnish, French, Hungarian, Indonesian, English International, Italian, Latin American Spanish, Norwegian, Portuguese, Russian, Thai, English (USA), French (Canada), Dutch, Polish, Slovak, Arabic, German, Greek, Japanese, Korean, Romanian, Serbian, Spanish, Swedish, Turkish,",24,4,"MS PowerPoint (New). Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats. Test Type: K, Duration: 4","This is a 4-minute, multiple-choice knowledge test assessing MS PowerPoint skills including toolbars, layouts, animation, slideshows, and design/formatting."
3745,Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,A,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to: • Derive the numerical problem from a written problem • Calculate the answer to numerical equations • Work with numerical data in a realistic workplace context The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Arabic, Portuguese (Brazil), French (Canada), Chinese Simplified, Czech, Dutch, Finnish, French, German, Hungarian, Indonesian, English International, Italian, Japanese, Korean, Norwegian, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Turkish, English (USA), Latin American Spanish, Polish, Serbian, Chinese Traditional, Danish, Thai, Greek,",20,4,"MS Word (New). Multi-choice test that measures the ability to use MS Word to record and save textual information. Test Type: K, Duration: 4",This is a 4-minute multiple-choice test assessing basic MS Word skills (text recording and saving).  Test Type: K.
3768,Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,A,"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.","Entry-Level,","Latin American Spanish, English (USA), English International, French, German, Italian, Dutch, Chinese Simplified,",5,17,"MuleSoft Development (New). Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment. Test Type: K, Duration: 17","This is a 17-minute, multiple-choice knowledge test assessing MuleSoft development fundamentals, including APIs, web services, Mule flows, connectors, and deployment."
3906,Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,A,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.","General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager,","English (USA), English International,",15 minutes,20,"Multitasking Ability. The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks. This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen. Test Type: A K S, Duration: 20","This 20-minute AK-S test assesses multitasking ability via a split-screen simulation.  Candidates solve problems on one screen while managing emails on the other, measuring efficiency under interruptions and task-switching."
3940,Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,Yes,No,A,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,"Entry-Level,","Greek, Arabic, Chinese Simplified, German, French, Italian, Dutch, English International, English (USA), Latin American Spanish,",10,7,"Networking and Implementation (New). Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge test (Type K) assessing networking skills, including device knowledge, protocols, reference models, routing, and network implementation."
3945,Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,A,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",,,,9,"Node.js (New). Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework. Test Type: K, Duration: 9","This is a 9-minute, multiple-choice Node.js knowledge test (Type K) assessing basic understanding of events, streams, file system, error handling, concurrency, database handling, and the Express framework."
3970,Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,Yes,No,A,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",,,,11,"Nursing (New). Multi-choice test that measures the knowledge of carrying out various nursing tasks. Test Type: K, Duration: 11",Nursing knowledge assessment.  Multi-choice test evaluating nursing task competency. Test Type: K. Duration: 11 minutes.
3969,Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,A,Verify Interactive Ability Report,,,,25,"Occupational Personality Questionnaire OPQ32r. The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace. Test Type: P, Duration: Untimed, approx. 25",The OPQ32r is a personality test assessing workplace behavioral style.  It's a widely used and validated measure (P-type) with a flexible duration (approx. 25 minutes).
3976,Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,A,Verify Interactive G+ Candidate Report,,,,7,"Operations Management (New). Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge (K) test assessing Operations Management skills in planning, product design & development, quality management, and supply chain management."
3974,Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Yes,No,A,Report for Verify Interactive G+,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",,,,"OPQ Candidate Plus Report. A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ. Test Type: P, Duration: unknown","This is a short, self-report OPQ (Occupational Personality Questionnaire) assessment providing a personality profile. Test type: Personality; Duration: flexible duration."
4290,Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,A,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",18,,"OPQ Candidate Report 2.0. A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session Test Type: P, Duration: unknown",This is a post-interview OPQ (Occupational Personality Questionnaire) report providing a candidate with three profile sections.  Test type: Personality (P). Duration: Flexible duration.
4215,Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,P,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential. SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators. Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios Want to find out more or book a demo? Visit https://www.shl.com/en/solutions/virtual/virtual-assessment-development-center/

Language Availability for the candidate and assessor simulation interface is shown in the list below.

Language Availability for the live interactions interface (Smart Interview Live) is currently: English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), English International, Italian, German, Portuguese, Spanish, Latin American Spanish, French, French (Canada), Dutch, Japanese, Indonesian, Greek, Romanian, Chinese Simplified, Arabic,",N/A,,"OPQ Emotional Intelligence Report. This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people. It is intended for use in a development setting. Test Type: P, Duration: unknown",This OPQ Emotional Intelligence assessment uses a personality questionnaire (Type P) to evaluate emotional management and interpersonal skills.  Duration: flexible.
4163,Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,K,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.","Mid-Professional, Professional Individual Contributor,","English (USA),",7,,"OPQ Leadership Report. This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential. It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership. Test Type: P, Duration: unknown",This OPQ Leadership Report assesses leadership potential using SHL's competency-based model.  Test type: Personality (P). Duration: Flexible duration.
399,Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,Yes,No,K,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,"Entry-Level,","English International,",5,,"OPQ Manager Plus Report. This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provide simple comments on each of the personality traits.

Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.

Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Test Type: P, Duration: unknown",This OPQ Manager Plus Report is a personality assessment (Type P) providing concise feedback on personality traits via bullet points and tables.  Duration is flexible.  The report is designed for managers' use.
400,Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,Yes,No,K,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,"Entry-Level,","English (USA),",5,,"OPQ Manager Plus Report 2.0. This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits. Test Type: P, Duration: unknown","This OPQ Manager Plus Report 2.0 is a personality (P) assessment using a concise, manager-focused OPQ questionnaire.  It features bullet points and tables for easy interpretation.  Duration: flexible duration."
4164,VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,K,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,"Mid-Professional, Professional Individual Contributor,","English (USA),",9,,"OPQ Maximising your Learning Report. This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development. It summarises the preferred approach to learning across four dimensions. Test Type: P, Duration: unknown",This OPQ (Occupational Personality Questionnaire) report assesses learning preferences across four dimensions.  Test type: P. Duration: flexible.
3459,What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,K,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,","English (USA),",5,,"OPQ MQ Sales Report. This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.

Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.

Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Test Type: P, Duration: unknown","This OPQ MQ Sales Report uses a personality questionnaire (P) to assess sales aptitude, optionally incorporating motivational factors.  Duration is flexible.  Key skills assessed include personality traits and sales motivators."
3991,Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,K,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.","Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",12,,"OPQ Premium Plus Report. This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. Test Type: P, Duration: unknown","This OPQ Premium Plus assessment uses a personality questionnaire (type P) to provide a comprehensive report including individual, team, and managerial perspectives.  Duration: flexible."
4068,Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,K,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.","Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor,","English (USA),",9,,"OPQ Premium Plus Report 2.0. This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. Test Type: P, Duration: unknown","This OPQ Premium Plus assessment uses a personality questionnaire (Type P) to generate multiple reports (profile, user, manager, candidate, competency, team impact).  Duration: flexible."
4183,WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,S,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",15,,"OPQ Profile Report. This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.

Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.

Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Test Type: P, Duration: unknown","OPQ Profile Report:  A graphical presentation of 32 OPQ scales, interpreted by trained users only. Test type: Personality (P). Duration: Flexible duration."
4184,WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,S,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",15,,"OPQ Team Impact Group Development Report. These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training.
“IMPORTANT! Please note that for a sample report contact Managed Services"". Test Type: P, Duration: unknown","This OPQ Team Impact Group Development Report uses the SHL Team Impact Model to analyze team processes.  It features easy-to-understand graphics and requires no OPQ training. Test type: P, Duration: flexible duration."
4185,WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,B S,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.

Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",15,,"OPQ Team Impact Individual Development Report. These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. Test Type: P, Duration: unknown","This OPQ Team Impact Individual Development Report uses the SHL Team Impact Model to assess team processes.  It's a personality (P) test with a flexible duration, using easy-to-understand graphics requiring no prior OPQ training."
17,Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,Yes,Yes,K,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositions, Pronouns, Specific Questions, and Verbs.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International,",30,,"OPQ Team Impact Selection Report. These reports are based on the SHL Team Impact Model, which is focused on actual team processes. They are supported by clear and easy to understand graphics which do not require OPQ training. Test Type: P, Duration: unknown",This OPQ Team Impact Selection Report uses the SHL Team Impact Model to assess team processes.  It's a personality (P) test with a flexible duration and uses easy-to-understand graphics.
18,Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,Yes,Yes,K,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehension.","Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish,",22,,"OPQ Team Types & Leadership Styles Profile. This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. Test Type: P, Duration: unknown",This OPQ assessment measures Belbin team roles and Bass leadership/reporting styles.  Test type: Personality (P). Duration: Flexible duration.
4166,Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,Yes,No,K,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.","Mid-Professional, Professional Individual Contributor,","English (USA),",9,,"OPQ Team Types and Leadership Styles Report. This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles. Belbins team types: individual preferred role when working in ateam. Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. Test Type: P, Duration: unknown",This OPQ assessment analyzes Belbin team roles and Bass leadership/reporting styles.  Test type: Personality (P). Duration: Flexible duration.
4297,360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,Yes,No,D,"Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern user's needs for enhanced usability and actionable insights. With a sleek, interactive interface, this report provides a exploration of feedback data, focusing on user development and comprehensive evaluation. Users can now enjoy a visually engaging experience, with the capability to download the report in PDF format for offline access. Upgrade your reporting experience today with SHL's innovative 360 Digital Report!","Director, Manager, Entry-Level, Executive, Front Line Manager, General Population, Graduate,",,,,"OPQ UCF Development Action Planner Report 1.0. This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.

Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.

Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Test Type: P, Duration: unknown",This OPQ (Occupational Personality Questionnaire) report assesses personality strengths and weaknesses for development planning.  Test type: Personality (P). Duration: Flexible duration.
744,360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,D P,"SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters. By offering a wide range of perspectives, 360 feedback gives employees a more thorough understanding of not only their strengths, weaknesses, and development opportunities, but also their impact on others. 360-degree multi-rater assessments are based on SHL’s Universal Competency Framework (“UCF”), using our proven library of research-driven competencies to provide opportunities for managers, peers, and direct reports to supply useful developmental feedback that they may not otherwise share. SHL can also offer support and training throughout the entire process, from defining objectives through interpreting and delivering the feedback. 360 feedback serves all levels and industries and is a positive and powerful addition to your performance management system.","Director, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Latin American Spanish, Romanian, French (Canada), Czech, Hungarian, Indonesian, Turkish, Serbian, Portuguese (Brazil), Chinese Traditional, Slovak, Thai, English International, Dutch, French, German, Italian, Portuguese, Spanish, Danish, Finnish, Norwegian, Swedish, English (USA), Russian, Chinese Simplified, Icelandic, Polish, Japanese, Korean,",Untimed,,"OPQ UCF Development Action Planner Report 2.0. This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations. Test Type: P, Duration: unknown",This OPQ (Occupational Personality Questionnaire) report assesses personality strengths and development areas.  Test type: Personality (P). Duration: Flexible duration.
,,,,,,,,,,,"OPQ Universal Competency Report 1.0. This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.

Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.

Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms. Test Type: P, Duration: unknown","This OPQ (Occupational Personality Questionnaire) assessment, using the Universal Competency framework, graphically displays how personality traits affect competencies.  It's a personality test (Type P) with flexible duration."
,,,,,,,,,,,"OPQ Universal Competency Report 2.0. This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework. It graphically outlines how an individual's typical way of behaving is likely to impact on competencies. It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency. Test Type: P, Duration: unknown",This OPQ 2.0 personality assessment uses the Universal Competency framework to graphically analyze behavioral impacts on competencies.  It provides a scored profile for each competency. Test type: Personality; Duration: Flexible duration.
,,,,,,,,,,,"OPQ User and Managers Report. This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager. These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information. Test Type: P, Duration: unknown","This OPQ (Occupational Personality Questionnaire) assessment provides two reports (User and Manager).  It measures work behavior and style via a personality test (type P), with a flexible duration."
,,,,,,,,,,,"OPQ User Report. This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work. It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information. Test Type: P S, Duration: unknown",This is an OPQ (Occupational Personality Questionnaire) report providing a personality profile for workplace behavior.  It's a P S type test with flexible duration and includes a chart and narrative interpretation.
,,,,,,,,,,12,"Oracle DBA (Advanced Level) (New). Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management. Test Type: K, Duration: 12","This is a 12-minute, multiple-choice knowledge assessment testing advanced Oracle DBA skills.  It covers Oracle DB architecture, backup/recovery, MySQL administration, network configuration, and data warehouse management."
,,,,,,,,,,12,"Oracle DBA (Entry Level) (New). Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration. Test Type: K, Duration: 12","Entry-level Oracle DBA assessment: A 12-minute multiple-choice test evaluating knowledge of Oracle database architecture, data management, backup/recovery, and (unexpectedly) MySQL administration."
,,,,,,,,,,11,"Oracle PL/SQL (New). Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features. Test Type: K, Duration: 11","This is a knowledge (K-type) multiple-choice assessment of Oracle PL/SQL skills, covering SQL queries, relational databases, and Oracle PL/SQL features.  Duration: 11 minutes."
,,,,,,,,,,7,"Oracle WebLogic Server (New). Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge test (Type K) assessing understanding of Oracle WebLogic Server concepts, including installation, administration, node management, log management, security, and deployment."
,,,,,,,,,,10,"Organic Chemistry (New). Multi-choice test that measures the knowledge of the basic concepts in organic chemistry. Test Type: K, Duration: 10","This is a 10-minute, multiple-choice knowledge test assessing fundamental organic chemistry concepts."
,,,,,,,,,,7,"Paint Technology (New). Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications. Test Type: K, Duration: 7","This is a 7-minute, multiple-choice knowledge (K-type) test assessing understanding of paint raw materials, coating manufacture, surface treatment, and application."
,,,,,,,,,,5,"Pediatrics (New). Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them. Test Type: K, Duration: 5","This is a 5-minute, multiple-choice knowledge test assessing basic understanding of pediatric diseases, symptoms, and treatments."
